timestamp,run_id,group_id,model_id,model_hash,modality,prompt_len,gen_len,image_count,image_resolution,run_index,ttft_ms,tpot_ms,total_latency_ms,tokens_s,image_preprocess_ms,vision_encode_ms,projector_ms,text_prefill_ms,actual_prompt_len,actual_gen_len,image_token_count,total_input_tokens,finish_reason,output_text,output_length,status,oom_stage,message_zh,output_nonempty,refusal_detected
2026-05-18 11:17:55,run_20260518_111702,prompt256_gen32,meta-llama/Llama-3.2-3B-Instruct,7b223ae5,text,256,32,N/A,N/A,1,43.658,34.359,1143.156,29.1,N/A,N/A,N/A,N/A,256,32,N/A,N/A,max_tokens, the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy,144,success,none,成功,True,False
2026-05-18 11:17:56,run_20260518_111702,prompt256_gen32,meta-llama/Llama-3.2-3B-Instruct,7b223ae5,text,256,32,N/A,N/A,2,43.789,33.808,1125.651,29.58,N/A,N/A,N/A,N/A,256,32,N/A,N/A,max_tokens, the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy,144,success,none,成功,True,False
2026-05-18 11:17:58,run_20260518_111702,prompt256_gen32,meta-llama/Llama-3.2-3B-Instruct,7b223ae5,text,256,32,N/A,N/A,3,44.588,34.303,1142.283,29.15,N/A,N/A,N/A,N/A,256,32,N/A,N/A,max_tokens, the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy,144,success,none,成功,True,False
2026-05-18 11:18:00,run_20260518_111702,prompt256_gen64,meta-llama/Llama-3.2-3B-Instruct,7b223ae5,text,256,64,N/A,N/A,1,43.717,33.907,2213.749,29.49,N/A,N/A,N/A,N/A,256,64,N/A,N/A,max_tokens, the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog.,284,success,none,成功,True,False
2026-05-18 11:18:02,run_20260518_111702,prompt256_gen64,meta-llama/Llama-3.2-3B-Instruct,7b223ae5,text,256,64,N/A,N/A,2,43.8,34.371,2243.527,29.09,N/A,N/A,N/A,N/A,256,64,N/A,N/A,max_tokens, the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog.,284,success,none,成功,True,False
2026-05-18 11:18:05,run_20260518_111702,prompt256_gen64,meta-llama/Llama-3.2-3B-Instruct,7b223ae5,text,256,64,N/A,N/A,3,43.87,33.913,2214.298,29.49,N/A,N/A,N/A,N/A,256,64,N/A,N/A,max_tokens, the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog.,284,success,none,成功,True,False
2026-05-18 11:18:10,run_20260518_111702,prompt256_gen128,meta-llama/Llama-3.2-3B-Instruct,7b223ae5,text,256,128,N/A,N/A,1,43.804,34.217,4423.575,29.23,N/A,N/A,N/A,N/A,256,128,N/A,N/A,max_tokens, the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox,574,success,none,成功,True,False
2026-05-18 11:18:14,run_20260518_111702,prompt256_gen128,meta-llama/Llama-3.2-3B-Instruct,7b223ae5,text,256,128,N/A,N/A,2,43.478,33.934,4386.989,29.47,N/A,N/A,N/A,N/A,256,128,N/A,N/A,max_tokens, the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox,574,success,none,成功,True,False
2026-05-18 11:18:19,run_20260518_111702,prompt256_gen128,meta-llama/Llama-3.2-3B-Instruct,7b223ae5,text,256,128,N/A,N/A,3,43.679,33.928,4386.488,29.47,N/A,N/A,N/A,N/A,256,128,N/A,N/A,max_tokens, the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox,574,success,none,成功,True,False
2026-05-18 11:18:20,run_20260518_111702,prompt512_gen32,meta-llama/Llama-3.2-3B-Instruct,7b223ae5,text,512,32,N/A,N/A,1,71.275,35.041,1192.585,28.54,N/A,N/A,N/A,N/A,512,32,N/A,N/A,max_tokens, brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox,145,success,none,成功,True,False
2026-05-18 11:18:22,run_20260518_111702,prompt512_gen32,meta-llama/Llama-3.2-3B-Instruct,7b223ae5,text,512,32,N/A,N/A,2,70.703,34.319,1168.905,29.14,N/A,N/A,N/A,N/A,512,32,N/A,N/A,max_tokens, brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox,145,success,none,成功,True,False
2026-05-18 11:18:23,run_20260518_111702,prompt512_gen32,meta-llama/Llama-3.2-3B-Instruct,7b223ae5,text,512,32,N/A,N/A,3,70.605,34.303,1168.306,29.15,N/A,N/A,N/A,N/A,512,32,N/A,N/A,max_tokens, brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox,145,success,none,成功,True,False
2026-05-18 11:18:26,run_20260518_111702,prompt512_gen64,meta-llama/Llama-3.2-3B-Instruct,7b223ae5,text,512,64,N/A,N/A,1,69.908,33.734,2228.862,29.64,N/A,N/A,N/A,N/A,512,64,N/A,N/A,max_tokens, brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over,291,success,none,成功,True,False
2026-05-18 11:18:28,run_20260518_111702,prompt512_gen64,meta-llama/Llama-3.2-3B-Instruct,7b223ae5,text,512,64,N/A,N/A,2,71.004,34.003,2247.166,29.41,N/A,N/A,N/A,N/A,512,64,N/A,N/A,max_tokens, brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over,291,success,none,成功,True,False
2026-05-18 11:18:31,run_20260518_111702,prompt512_gen64,meta-llama/Llama-3.2-3B-Instruct,7b223ae5,text,512,64,N/A,N/A,3,69.845,33.895,2239.108,29.5,N/A,N/A,N/A,N/A,512,64,N/A,N/A,max_tokens, brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over,291,success,none,成功,True,False
2026-05-18 11:18:35,run_20260518_111702,prompt512_gen128,meta-llama/Llama-3.2-3B-Instruct,7b223ae5,text,512,128,N/A,N/A,1,69.534,33.893,4407.791,29.5,N/A,N/A,N/A,N/A,512,128,N/A,N/A,max_tokens, brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog.,575,success,none,成功,True,False
2026-05-18 11:18:40,run_20260518_111702,prompt512_gen128,meta-llama/Llama-3.2-3B-Instruct,7b223ae5,text,512,128,N/A,N/A,2,70.016,33.955,4416.193,29.45,N/A,N/A,N/A,N/A,512,128,N/A,N/A,max_tokens, brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog.,575,success,none,成功,True,False
2026-05-18 11:18:45,run_20260518_111702,prompt512_gen128,meta-llama/Llama-3.2-3B-Instruct,7b223ae5,text,512,128,N/A,N/A,3,72.002,33.819,4400.843,29.57,N/A,N/A,N/A,N/A,512,128,N/A,N/A,max_tokens, brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog.,575,success,none,成功,True,False
2026-05-18 11:18:46,run_20260518_111702,prompt1024_gen32,meta-llama/Llama-3.2-3B-Instruct,7b223ae5,text,1024,32,N/A,N/A,1,155.589,34.247,1251.503,29.2,N/A,N/A,N/A,N/A,1024,32,N/A,N/A,max_tokens, jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over,146,success,none,成功,True,False
2026-05-18 11:18:48,run_20260518_111702,prompt1024_gen32,meta-llama/Llama-3.2-3B-Instruct,7b223ae5,text,1024,32,N/A,N/A,2,153.926,34.125,1245.935,29.3,N/A,N/A,N/A,N/A,1024,32,N/A,N/A,max_tokens, jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over,146,success,none,成功,True,False
2026-05-18 11:18:49,run_20260518_111702,prompt1024_gen32,meta-llama/Llama-3.2-3B-Instruct,7b223ae5,text,1024,32,N/A,N/A,3,155.271,33.64,1231.74,29.73,N/A,N/A,N/A,N/A,1024,32,N/A,N/A,max_tokens, jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over,146,success,none,成功,True,False
2026-05-18 11:18:52,run_20260518_111702,prompt1024_gen64,meta-llama/Llama-3.2-3B-Instruct,7b223ae5,text,1024,64,N/A,N/A,1,153.554,33.795,2316.459,29.59,N/A,N/A,N/A,N/A,1024,64,N/A,N/A,max_tokens, jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy,290,success,none,成功,True,False
2026-05-18 11:18:54,run_20260518_111702,prompt1024_gen64,meta-llama/Llama-3.2-3B-Instruct,7b223ae5,text,1024,64,N/A,N/A,2,155.005,33.493,2298.581,29.86,N/A,N/A,N/A,N/A,1024,64,N/A,N/A,max_tokens, jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy,290,success,none,成功,True,False
2026-05-18 11:18:57,run_20260518_111702,prompt1024_gen64,meta-llama/Llama-3.2-3B-Instruct,7b223ae5,text,1024,64,N/A,N/A,3,156.13,33.907,2326.183,29.49,N/A,N/A,N/A,N/A,1024,64,N/A,N/A,max_tokens, jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy,290,success,none,成功,True,False
2026-05-18 11:19:01,run_20260518_111702,prompt1024_gen128,meta-llama/Llama-3.2-3B-Instruct,7b223ae5,text,1024,128,N/A,N/A,1,155.273,33.89,4493.178,29.51,N/A,N/A,N/A,N/A,1024,128,N/A,N/A,max_tokens, jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick,575,success,none,成功,True,False
2026-05-18 11:19:06,run_20260518_111702,prompt1024_gen128,meta-llama/Llama-3.2-3B-Instruct,7b223ae5,text,1024,128,N/A,N/A,2,155.638,33.905,4495.5,29.49,N/A,N/A,N/A,N/A,1024,128,N/A,N/A,max_tokens, jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick,575,success,none,成功,True,False
2026-05-18 11:19:11,run_20260518_111702,prompt1024_gen128,meta-llama/Llama-3.2-3B-Instruct,7b223ae5,text,1024,128,N/A,N/A,3,156.602,33.85,4489.369,29.54,N/A,N/A,N/A,N/A,1024,128,N/A,N/A,max_tokens, jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick,575,success,none,成功,True,False
2026-05-18 11:19:13,run_20260518_111702,prompt2048_gen32,meta-llama/Llama-3.2-3B-Instruct,7b223ae5,text,2048,32,N/A,N/A,1,284.402,34.282,1381.442,29.17,N/A,N/A,N/A,N/A,2048,32,N/A,N/A,max_tokens, dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog.,140,success,none,成功,True,False
2026-05-18 11:19:14,run_20260518_111702,prompt2048_gen32,meta-llama/Llama-3.2-3B-Instruct,7b223ae5,text,2048,32,N/A,N/A,2,293.486,33.812,1375.459,29.58,N/A,N/A,N/A,N/A,2048,32,N/A,N/A,max_tokens, dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog.,140,success,none,成功,True,False
2026-05-18 11:19:16,run_20260518_111702,prompt2048_gen32,meta-llama/Llama-3.2-3B-Instruct,7b223ae5,text,2048,32,N/A,N/A,3,292.6,34.262,1388.97,29.19,N/A,N/A,N/A,N/A,2048,32,N/A,N/A,max_tokens, dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog.,140,success,none,成功,True,False
2026-05-18 11:19:19,run_20260518_111702,prompt2048_gen64,meta-llama/Llama-3.2-3B-Instruct,7b223ae5,text,2048,64,N/A,N/A,1,292.291,34.071,2472.827,29.35,N/A,N/A,N/A,N/A,2048,64,N/A,N/A,max_tokens, dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick,285,success,none,成功,True,False
2026-05-18 11:19:21,run_20260518_111702,prompt2048_gen64,meta-llama/Llama-3.2-3B-Instruct,7b223ae5,text,2048,64,N/A,N/A,2,293.416,34.065,2473.563,29.36,N/A,N/A,N/A,N/A,2048,64,N/A,N/A,max_tokens, dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick,285,success,none,成功,True,False
